Timestamp,Channel,Pose_X,Pose_Y,Pose_Theta,eCO2,TVOC,AQI,R0,R1,R2,R3
2025-12-16T16:14:21.167447,4,0.0,0.0,0.0,426.0,35.0,1.0,918913.0,1.0,2017777.0,79588.0
2025-12-16T16:14:21.863694,1,0.0,0.0,0.0,421.0,33.0,1.0,601719.0,1.0,1701918.0,65802.0
2025-12-16T16:14:21.964221,2,0.0,0.0,0.0,419.0,32.0,1.0,802292.0,1.0,1654214.0,67814.0
2025-12-16T16:14:22.066864,4,0.0,0.0,0.0,414.0,30.0,1.0,930178.0,1.0,2029420.0,80509.0
2025-12-16T16:14:22.865384,1,0.0,0.0,0.0,414.0,30.0,1.0,593426.0,1.0,1740952.0,66294.0
2025-12-16T16:14:22.964035,2,0.0,0.0,0.0,435.0,40.0,1.0,828508.0,1.0,1671096.0,66722.0
2025-12-16T16:14:23.064577,3,0.0,0.0,0.0,433.0,39.0,1.0,602126.0,1.0,1386792.0,61060.0
2025-12-16T16:14:23.163288,4,0.0,0.0,0.0,419.0,32.0,1.0,924529.0,1.0,1953932.0,80102.0
2025-12-16T16:14:23.863516,1,0.0,0.0,0.0,425.0,35.0,1.0,587034.0,1.0,1729207.0,65580.0
2025-12-16T16:14:23.964311,2,0.0,0.0,0.0,413.0,30.0,1.0,800936.0,1.0,1654214.0,68160.0
2025-12-16T16:14:24.064541,3,0.0,0.0,0.0,416.0,31.0,1.0,604167.0,1.0,1373712.0,62039.0
2025-12-16T16:14:24.164344,4,0.0,0.0,0.0,435.0,40.0,1.0,919847.0,1.0,2021879.0,78837.0
2025-12-16T16:14:24.865889,1,0.0,0.0,0.0,426.0,35.0,1.0,609507.0,1.0,1733309.0,65513.0
2025-12-16T16:14:24.965558,2,0.0,0.0,0.0,415.0,30.0,1.0,818197.0,1.0,1679601.0,68067.0
2025-12-16T16:14:25.065201,3,0.0,0.0,0.0,431.0,38.0,1.0,599888.0,1.0,1375107.0,61143.0
2025-12-16T16:14:25.164001,4,0.0,0.0,0.0,412.0,29.0,1.0,929549.0,1.0,1976546.0,80618.0
