Timestamp,Channel,Pose_X,Pose_Y,Pose_Theta,eCO2,TVOC,AQI,R0,R1,R2,R3
2025-12-17T18:20:52.515555,0,3.1384516751437155,0.8561897659868253,-1.011620382760424,648.0,165.0,2.0,460079.0,1.0,1066471.0,60423.0
2025-12-17T18:20:52.611458,1,3.1384516751437155,0.8561897659868253,-1.011620382760424,730.0,231.0,3.0,613232.0,1.0,1252048.0,55127.0
2025-12-17T18:20:52.715793,2,3.1384516751437155,0.8561897659868253,-1.011620382760424,744.0,243.0,3.0,661978.0,1.0,865482.0,50706.0
2025-12-17T18:20:52.816568,3,3.1384516751437155,0.8561897659868253,-1.011620382760424,744.0,243.0,3.0,847797.0,1.0,892855.0,55202.0
2025-12-17T18:20:52.918398,4,3.1384516751437155,0.8561897659868253,-1.011620382760424,695.0,201.0,2.0,961548.0,1.0,1358454.0,68206.0
2025-12-17T18:20:53.518006,0,3.1384516751437155,0.8561897659868253,-1.011620382760424,646.0,164.0,2.0,464460.0,1.0,1092039.0,60504.0
2025-12-17T18:20:53.614500,1,3.1384516751437155,0.8561897659868253,-1.011620382760424,704.0,209.0,2.0,623698.0,1.0,1256718.0,56487.0
2025-12-17T18:20:53.717313,2,3.1384516751437155,0.8561897659868253,-1.011620382760424,733.0,234.0,3.0,672593.0,1.0,870476.0,51241.0
2025-12-17T18:20:53.815555,3,3.1384516751437155,0.8561897659868253,-1.011620382760424,732.0,233.0,3.0,834135.0,1.0,874018.0,55803.0
2025-12-17T18:20:53.913967,4,3.1384516751437155,0.8561897659868253,-1.011620382760424,699.0,205.0,2.0,965461.0,1.0,1356616.0,67929.0
2025-12-17T18:20:54.015887,5,3.1384516751437155,0.8561897659868253,-1.011620382760424,662.0,175.0,2.0,724095.0,1.0,1448681.0,61579.0
2025-12-17T18:20:54.519095,0,3.1384516751437155,0.8561897659868253,-1.011620382760424,647.0,164.0,2.0,467773.0,1.0,1082105.0,60484.0
2025-12-17T18:20:54.615877,1,3.1384516751437155,0.8561897659868253,-1.011620382760424,714.0,217.0,2.0,609095.0,1.0,1272124.0,55954.0
2025-12-17T18:20:54.716619,2,3.1384516751437155,0.8561897659868253,-1.011620382760424,726.0,227.0,3.0,649990.0,1.0,869592.0,51589.0
2025-12-17T18:20:54.813499,3,3.1384516751437155,0.8561897659868253,-1.011620382760424,727.0,228.0,3.0,836113.0,1.0,884733.0,56087.0
2025-12-17T18:20:54.922208,4,3.1384516751437155,0.8561897659868253,-1.011620382760424,713.0,216.0,2.0,966115.0,1.0,1357535.0,67016.0
2025-12-17T18:20:55.016367,5,3.1384516751437155,0.8561897659868253,-1.011620382760424,665.0,178.0,2.0,744976.0,1.0,1453592.0,61371.0
2025-12-17T18:20:55.517066,0,3.1384516751437155,0.8561897659868253,-1.011620382760424,656.0,171.0,2.0,463361.0,1.0,1098340.0,59954.0
2025-12-17T18:20:55.616170,1,3.1384516751437155,0.8561897659868253,-1.011620382760424,721.0,223.0,3.0,620539.0,1.0,1271263.0,55558.0
2025-12-17T18:20:55.712187,2,3.1384516751437155,0.8561897659868253,-1.011620382760424,715.0,218.0,2.0,663549.0,1.0,873131.0,52115.0
2025-12-17T18:20:55.814391,3,3.1384516751437155,0.8561897659868253,-1.011620382760424,700.0,205.0,2.0,845218.0,1.0,894367.0,57529.0
2025-12-17T18:20:55.918066,4,3.1384516751437155,0.8561897659868253,-1.011620382760424,703.0,208.0,2.0,965461.0,1.0,1349290.0,67654.0
2025-12-17T18:20:56.015971,5,3.1384516751437155,0.8561897659868253,-1.011620382760424,631.0,153.0,2.0,727534.0,1.0,1455069.0,63397.0
2025-12-17T18:20:56.516432,0,3.1384516751437155,0.8561897659868253,-1.011620382760424,654.0,170.0,2.0,462264.0,1.0,1083571.0,60076.0
2025-12-17T18:20:56.613101,1,3.1384516751437155,0.8561897659868253,-1.011620382760424,716.0,219.0,2.0,616979.0,1.0,1263970.0,55860.0
2025-12-17T18:20:56.717974,2,3.1384516751437155,0.8561897659868253,-1.011620382760424,720.0,223.0,3.0,664897.0,1.0,883237.0,51851.0
2025-12-17T18:20:56.810003,3,3.1384516751437155,0.8561897659868253,-1.011620382760424,722.0,224.0,3.0,826547.0,1.0,891345.0,56315.0
2025-12-17T18:20:56.918031,4,3.1384516751437155,0.8561897659868253,-1.011620382760424,680.0,190.0,2.0,984601.0,1.0,1347921.0,69135.0
2025-12-17T18:20:57.016847,5,3.1384516751437155,0.8561897659868252,-1.011620382760424,661.0,175.0,2.0,754875.0,1.0,1460990.0,61620.0
2025-12-17T18:20:57.514511,1,3.1384516751437155,0.8561897659868253,-1.011620382760424,715.0,218.0,2.0,632413.0,1.0,1284237.0,55916.0
2025-12-17T18:20:57.616470,2,3.1384516751437155,0.8561897659868253,-1.011620382760424,715.0,218.0,2.0,667603.0,1.0,879062.0,52115.0
2025-12-17T18:20:57.716630,3,3.1384516751437155,0.8561897659868253,-1.011620382760424,705.0,210.0,2.0,848371.0,1.0,914260.0,57238.0
2025-12-17T18:20:57.815459,4,3.1384516751437155,0.8561897659868253,-1.011620382760424,682.0,191.0,2.0,974984.0,1.0,1371389.0,69019.0
2025-12-17T18:20:57.915272,5,3.1384516751437155,0.8561897659868252,-1.011620382760424,656.0,171.0,2.0,722871.0,1.0,1447210.0,61892.0
2025-12-17T18:20:58.518417,0,3.1384516751437155,0.8561897659868253,-1.011620382760424,646.0,164.0,2.0,465877.0,1.0,1072262.0,60504.0
2025-12-17T18:20:58.615138,1,3.1384516751437155,0.8561897659868253,-1.011620382760424,689.0,197.0,2.0,623909.0,1.0,1285977.0,57276.0
2025-12-17T18:20:58.716112,2,3.1384516751437155,0.8561897659868253,-1.011620382760424,738.0,238.0,3.0,664672.0,1.0,878764.0,51016.0
