Timestamp,Channel,Pose_X,Pose_Y,Pose_Theta,eCO2,TVOC,AQI,R0,R1,R2,R3
2025-12-18T17:44:53.489385,0,1.4600047390236464,0.6119790807953472,-1.5378501916386467,1064.0,1266.0,4.0,246650.0,1.0,199355.0,29664.0
2025-12-18T17:44:53.590090,1,1.4600047390236464,0.6119790807953472,-1.5378501916386467,1129.0,1565.0,4.0,211734.0,1.0,203996.0,25396.0
2025-12-18T17:44:53.689318,3,1.4600047390236464,0.6119790807953472,-1.5378501916386467,1111.0,1478.0,4.0,287714.0,1.0,153619.0,26323.0
2025-12-18T17:44:53.790016,4,1.4600047390236464,0.6119790807953472,-1.5378501916386467,1043.0,1175.0,4.0,293815.0,1.0,239169.0,33542.0
2025-12-18T17:44:53.889003,5,1.4600047390236464,0.6119790807953472,-1.5378501916386467,978.0,904.0,4.0,281168.0,1.0,227715.0,32635.0
2025-12-18T17:44:54.488640,0,1.4600047390236464,0.6119790807953472,-1.5378501916386467,1057.0,1235.0,4.0,244324.0,1.0,197207.0,29946.0
2025-12-18T17:44:54.590620,1,1.4600047390236464,0.6119790807953472,-1.5378501916386467,1135.0,1590.0,4.0,214547.0,1.0,205242.0,25233.0
2025-12-18T17:44:54.689055,2,1.4600047390236464,0.6119790807953472,-1.5378501916386467,1118.0,1511.0,4.0,242675.0,1.0,146659.0,23645.0
2025-12-18T17:44:54.790530,3,1.4600047390236464,0.6119790807953472,-1.5378501916386467,1111.0,1478.0,4.0,295911.0,1.0,156400.0,26323.0
2025-12-18T17:44:54.888824,4,1.4600047390236464,0.6119790807953472,-1.5378501916386467,1039.0,1155.0,4.0,296211.0,1.0,235794.0,33758.0
2025-12-18T17:44:54.992541,5,1.4600047390236464,0.6119790807953472,-1.5378501916386467,977.0,902.0,4.0,273750.0,1.0,225262.0,32657.0
2025-12-18T17:44:55.490412,0,1.4600047390236464,0.6119790807953472,-1.5378501916386467,1056.0,1229.0,4.0,244158.0,1.0,198547.0,30007.0
2025-12-18T17:44:55.589967,1,1.4600047390236464,0.6119790807953472,-1.5378501916386467,1125.0,1541.0,4.0,216077.0,1.0,205103.0,25542.0
2025-12-18T17:44:55.690168,2,1.4600047390236464,0.6119790807953472,-1.5378501916386467,1131.0,1574.0,4.0,244986.0,1.0,148356.0,23272.0
2025-12-18T17:44:55.789299,3,1.4600047390236464,0.6119790807953472,-1.5378501916386467,1095.0,1406.0,4.0,287227.0,1.0,155502.0,26836.0
2025-12-18T17:44:55.890491,4,1.4600047390236464,0.6119790807953472,-1.5378501916386467,1034.0,1134.0,4.0,296211.0,1.0,236913.0,33987.0
2025-12-18T17:44:55.990959,5,1.4600047390236464,0.6119790807953472,-1.5378501916386467,980.0,914.0,4.0,282599.0,1.0,225873.0,32491.0
2025-12-18T17:44:56.489530,0,1.4600047390236464,0.6119790807953472,-1.5378501916386467,1060.0,1245.0,4.0,247654.0,1.0,200301.0,29855.0
2025-12-18T17:44:56.588858,1,1.4600047390236464,0.6119790807953472,-1.5378501916386467,1113.0,1489.0,4.0,215493.0,1.0,208675.0,25890.0
2025-12-18T17:44:56.689591,2,1.4600047390236464,0.6119790807953472,-1.5378501916386467,1123.0,1536.0,4.0,243498.0,1.0,149010.0,23494.0
