# x,y,yaw
-7.350000,-6.480000,0.000000
-6.850000,-6.480000,0.000000
-6.350000,-6.480000,0.000000
-5.850000,-6.480000,0.000000
-5.350000,-6.480000,0.000000
-4.850000,-6.480000,0.000000
-4.350000,-6.480000,0.000000
-3.850000,-6.480000,0.000000
-3.350000,-6.480000,0.000000
-2.850000,-6.480000,0.000000
-2.350000,-6.480000,0.000000
-1.850000,-6.480000,0.000000
-1.350000,-6.480000,0.000000
-0.850000,-6.480000,0.000000
-0.350000,-6.480000,0.000000
0.150000,-6.480000,0.000000
0.650000,-6.480000,0.000000
1.150000,-6.480000,0.000000
1.650000,-6.480000,0.000000
2.150000,-6.480000,0.000000
2.650000,-6.480000,0.000000
3.150000,-6.480000,0.000000
3.650000,-6.480000,0.000000
4.150000,-6.480000,0.000000
4.650000,-6.480000,0.000000
4.650000,-5.980000,0.000000
4.150000,-5.980000,0.000000
3.650000,-5.980000,0.000000
3.150000,-5.980000,0.000000
2.650000,-5.980000,0.000000
2.150000,-5.980000,0.000000
1.650000,-5.980000,0.000000
1.150000,-5.980000,0.000000
0.650000,-5.980000,0.000000
0.150000,-5.980000,0.000000
-0.350000,-5.980000,0.000000
-0.850000,-5.980000,0.000000
-1.350000,-5.980000,0.000000
-1.850000,-5.980000,0.000000
-2.350000,-5.980000,0.000000
-2.850000,-5.980000,0.000000
-3.350000,-5.980000,0.000000
-3.850000,-5.980000,0.000000
-4.350000,-5.980000,0.000000
-4.850000,-5.980000,0.000000
-5.350000,-5.980000,0.000000
-5.850000,-5.980000,0.000000
-6.350000,-5.980000,0.000000
-6.850000,-5.980000,0.000000
-7.350000,-5.980000,0.000000
-7.350000,-5.480000,0.000000
-6.850000,-5.480000,0.000000
-6.350000,-5.480000,0.000000
-5.850000,-5.480000,0.000000
-0.350000,-5.480000,0.000000
0.150000,-5.480000,0.000000
0.650000,-5.480000,0.000000
1.150000,-5.480000,0.000000
1.650000,-5.480000,0.000000
2.150000,-5.480000,0.000000
2.650000,-5.480000,0.000000
3.150000,-5.480000,0.000000
3.650000,-5.480000,0.000000
4.150000,-5.480000,0.000000
4.650000,-5.480000,0.000000
4.650000,-4.980000,0.000000
4.150000,-4.980000,0.000000
3.650000,-4.980000,0.000000
3.150000,-4.980000,0.000000
-6.350000,-4.980000,0.000000
-6.850000,-4.980000,0.000000
-7.350000,-4.980000,0.000000
-7.350000,-4.480000,0.000000
-6.850000,-4.480000,0.000000
-6.850000,-3.980000,0.000000
-7.350000,-3.980000,0.000000
-7.350000,-3.480000,0.000000
-6.850000,-3.480000,0.000000
-1.350000,-3.480000,0.000000
-0.850000,-3.480000,0.000000
-0.350000,-3.480000,0.000000
2.650000,-2.980000,0.000000
-6.850000,-2.980000,0.000000
-7.350000,-2.980000,0.000000
-7.350000,-2.480000,0.000000
-6.850000,-2.480000,0.000000
2.650000,-2.480000,0.000000
3.150000,-2.480000,0.000000
4.650000,-1.980000,0.000000
2.650000,-1.980000,0.000000
-6.850000,-1.980000,0.000000
-7.350000,-1.980000,0.000000
-7.350000,-1.480000,0.000000
-5.350000,-1.480000,0.000000
-4.850000,-1.480000,0.000000
-4.350000,-1.480000,0.000000
-3.850000,-1.480000,0.000000
-3.350000,-1.480000,0.000000
2.150000,-1.480000,0.000000
2.650000,-1.480000,0.000000
4.650000,-1.480000,0.000000
2.650000,-0.980000,0.000000
2.150000,-0.980000,0.000000
1.650000,-0.980000,0.000000
1.150000,-0.980000,0.000000
-1.350000,-0.980000,0.000000
-1.850000,-0.980000,0.000000
-2.350000,-0.980000,0.000000
-2.850000,-0.980000,0.000000
-3.350000,-0.980000,0.000000
-3.850000,-0.980000,0.000000
-4.350000,-0.980000,0.000000
-4.850000,-0.980000,0.000000
-5.350000,-0.980000,0.000000
-7.350000,-0.980000,0.000000
-7.350000,-0.480000,0.000000
-5.350000,-0.480000,0.000000
-4.850000,-0.480000,0.000000
-4.350000,-0.480000,0.000000
-3.850000,-0.480000,0.000000
-1.850000,-0.480000,0.000000
-1.350000,-0.480000,0.000000
-0.850000,-0.480000,0.000000
-0.350000,-0.480000,0.000000
0.150000,-0.480000,0.000000
0.650000,-0.480000,0.000000
1.150000,-0.480000,0.000000
1.650000,-0.480000,0.000000
2.150000,-0.480000,0.000000
2.650000,-0.480000,0.000000
2.650000,0.020000,0.000000
2.150000,0.020000,0.000000
0.150000,0.020000,0.000000
-0.350000,0.020000,0.000000
-0.850000,0.020000,0.000000
-1.350000,0.020000,0.000000
-1.850000,0.020000,0.000000
-3.850000,0.020000,0.000000
-4.350000,0.020000,0.000000
-7.350000,0.020000,0.000000
-7.350000,0.520000,0.000000
-0.850000,0.520000,0.000000
-0.350000,0.520000,0.000000
-6.350000,1.020000,0.000000
-6.850000,1.020000,0.000000
-7.350000,1.020000,0.000000
-7.350000,1.520000,0.000000
-6.850000,1.520000,0.000000
-6.350000,1.520000,0.000000
-5.850000,1.520000,0.000000
-5.350000,1.520000,0.000000
4.650000,2.020000,0.000000
-1.350000,2.020000,0.000000
-1.850000,2.020000,0.000000
-2.350000,2.020000,0.000000
-2.850000,2.020000,0.000000
-3.350000,2.020000,0.000000
-3.850000,2.020000,0.000000
-4.350000,2.020000,0.000000
-4.850000,2.020000,0.000000
-5.350000,2.020000,0.000000
-5.850000,2.020000,0.000000
-6.350000,2.020000,0.000000
-6.850000,2.020000,0.000000
-7.350000,2.020000,0.000000
-7.350000,2.520000,0.000000
-6.850000,2.520000,0.000000
-6.350000,2.520000,0.000000
-5.850000,2.520000,0.000000
-5.350000,2.520000,0.000000
-4.850000,2.520000,0.000000
-4.350000,2.520000,0.000000
-3.850000,2.520000,0.000000
-3.350000,2.520000,0.000000
-2.850000,2.520000,0.000000
-2.350000,2.520000,0.000000
-1.850000,2.520000,0.000000
-1.350000,2.520000,0.000000
-0.850000,2.520000,0.000000
-0.350000,2.520000,0.000000
0.150000,2.520000,0.000000
0.650000,2.520000,0.000000
1.150000,2.520000,0.000000
1.650000,2.520000,0.000000
2.150000,2.520000,0.000000
2.650000,2.520000,0.000000
3.150000,2.520000,0.000000
3.650000,2.520000,0.000000
4.150000,2.520000,0.000000
4.650000,2.520000,0.000000
